Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Price_in_taka,Location
Buy This 1350 Sq Ft Apartment Available In Uttar Badda,3.392432984466379,2.9935590858813184,3,vacant,933.4346206148023,dhaka,"৳8,000,000","Uttar Badda, Badda"
134 Sq Ft Shop Is Available To Sale In Chandgaon,1.9781897143404135,1.9448285706218302,1,vacant,1467.879951587107,chattogram,"৳2,680,000","Mohara, 4 No Chandgaon Ward"
"Buy This 1240 Sq Ft Flat Which Is Assuring You A Soothing Home Experience In Gazipur, Joydebpur",2.945965872564396,2.9337308498987813,7,vacant,1205.2299208316078,gazipur,"৳4,960,000","Joydebpur, Gazipur Sadar Upazila"
"In Bproperty Village, Rupganj A Standard Residential Plot For Sale.",2.5353188197588272,3.041950151798206,,vacant,888.0017641945462,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
This 110 Square Feet Commercial Shop For Sale Beside To Haji Camp Shahaji Jame Masjid At North Pahartali.,2.801892232001645,3.105424190512698,2,vacant,2100.5907071363586,chattogram,"৳3,850,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
"4200 Sq Ft Flat With Updated Residential Features Is Up For Sale In Bashundhara, Block I",2.941717221600379,2.966414680760946,4,vacant,1492.7826276178873,dhaka,"৳50,400,000","Block I, Bashundhara R-A"
"1350 Sq Ft Flat Sale In Free School Street Road, Kathalbagan",1.8480523085028588,2.0763845113298074,2,vacant,569.9677789778607,dhaka,"৳14,200,000","Free School Street, Kathalbagan"
Get Comfortable In A Flat For Sale In Manoharpur Nearby Comilla Victoria Government College,2.306111336195697,2.004866797047135,,,94.6796058147454,cumilla,"৳3,047,000","Manoharpur, Kandirpar"
"Best Location For Your Office, This 2600 Sq Ft Business Space Is Ready To Sale At Outer Circular Road, Shiddheswari",2.9634587498413802,2.912652023430582,8,vacant,3033.5464717303516,dhaka,"৳42,900,000","Outer Circular Road, Shiddheswari"
Full Commercial Building With 30.55 Katha Land Is Up For Sale In Hemayetpur,3.285449246036408,2.974761083824135,4,vacant,1685.267970087288,dhaka,"৳220,000,000","Hemayetpur, Savar"
1650 Sq Ft Flat Located In Keraniganj Is Now Available | For Sale,3.013670394567673,2.9706972748366884,4,vacant,1966.8792494537338,dhaka,"৳8,250,000","South Keraniganj, Keraniganj"
"1400 Sq Ft Flat With 3 Bedrooms Is Up For Sale In Mohammadpur, Mohammadia Housing Society",3.008247666007845,1.9318364084048019,7,vacant,1738.40723451362,dhaka,"৳11,500,000","Mohammadia Housing Society, Mohammadpur"
Nice-looking Apartment Including 3 Bedroom Is Ready To Sale In Kalamia Bazar,1.980327531390158,2.041924237106412,3,vacant,686.160875494551,chattogram,"৳5,100,000","18 No. East Bakalia Ward, Bakalia"
A Dazzling 1150 Sq Ft Residential Property Is Up For Sale Located At Pahartali,3.0008410431135717,2.0229585865656543,3,vacant,840.9569824724064,chattogram,"৳4,600,000","12 No. Sarai Para Ward, Double Mooring"
Bakalia Is Giving You A 240 Sq Ft Commercial Shop For sale,2.38079159262912,1.8443653862414338,4,vacant,1671.393435407331,chattogram,"৳5,520,000","Dewan Bazar, Bakalia"
"The Home Is Situated In A Great Location, Kafrul, Which Is Vacant For sale",2.4861002845878275,1.838409040871189,8,vacant,1881.15527582204,dhaka,"৳4,400,000","East Kafrul Road, Kafrul"
Pleasant 1410 Sq Ft Residential Apartment For Sale In Shantinagar,2.5565662045837745,2.0415525812602584,4,vacant,-100.82722354525322,dhaka,"৳13,800,000","Vashani Goli, Shantinagar"
1200 Sq Ft Flat For Sale In 9 No. North Pahartali Ward,2.8796628536500695,2.920229583807115,4,vacant,1581.2383154047411,chattogram,"৳5,200,000","Akbarshah Railway Colony, 9 No. North Pahartali Ward"
"1657 Square Feet Residential Flat With 3 Bedrooms For Sale In Uttara, Sector 18",3.0032185893551695,3.029552740973939,2,vacant,1031.9690264124145,dhaka,"৳10,500,000","Sector 18, Uttara"
"Attention ! A 900 Sq.Ft Flat Is Up For Sale At 33 No. Firingee Bazaar Ward, This Is What You’ve Been Searching For As Your New Home!",3.152889647991761,3.076409019951485,3,vacant,1751.4308609243867,chattogram,"৳4,500,000","Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward"
Take a Look at This 169 Sq Ft shop for sale in Halishahar Near To Halishahar Thana,2.104810420829519,1.8756456219303512,1,vacant,1127.699978756972,chattogram,"৳4,725,000","39 No. South Halishahar Ward, Halishahar"
"At Uttar Khan, 1335 Sq Ft Flat Is Available For Sale",2.9148719813198234,2.861890361114203,4,vacant,425.878469002623,dhaka,"৳6,007,500","Puran Para, Uttar Khan"
1250 Sq Ft Flat Is Now To Sell Which Is In Double Mooring Near To Dbbl Atm,2.2257647190151477,2.1638321300021137,4,vacant,758.9642901902951,chattogram,"৳5,000,000","12 No. Sarai Para Ward, Double Mooring"
An Attractively Designed 1250 Sq Ft Apartment For Sale In Mirpur Section 10,3.2282353320725514,3.0343988893812943,6,vacant,868.9258092584989,dhaka,"৳7,800,000","Section 10, Mirpur"
test listing ma 24.6:2,3.0407772157711634,2.9589800584351034,,,1358.8796649459898,chattogram,"৳54,235",
"In Bproperty Village, This 5 Katha Residential Plot Is Available For Sale",4.213272618045372,3.9086200677752982,,vacant,1453.9347655625759,narayanganj-city,"৳5,625,000","Rupganj, Narayanganj"
200 Sq Ft Commercial Shop Is Available For Sale At Bakalia,,,4,vacant,2988.1290141813847,chattogram,"৳4,600,000","Dewan Bazar, Bakalia"
This 1572 Square Feet Residential Apartment For Sale At 16 No. Chawk Bazaar Ward,2.875605865956389,2.8835103254448646,8,vacant,2307.828083938678,chattogram,"৳8,460,000","Munshi Pukur Par, 16 No. Chawk Bazaar Ward"
"Buy This Nice Flat Of 1250 Sq Ft, Which Is Located At Darussalam, Mirpur",3.154598299980351,3.0864360724135484,8,vacant,1657.1992973246565,dhaka,"৳6,250,000","Darussalam, Mirpur"
"Reside In This 1530 Sq Ft Residential Flat For Sale In Mirpur, Paikpara",4.024505858486716,4.924000007098003,5,vacant,3301.2102154176036,dhaka,"৳11,500,000","Paikpara, Mirpur"
"This 1008 Sq.Ft Convenient Flat Is For Sale In Shadheenata Sharani, Mirpur 10.",3.000296837248546,3.106995168989021,5,vacant,1003.5530682881979,dhaka,"৳4,838,400","Section 10, Mirpur"
"1800 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block J",2.3263264878170866,1.9608010945107812,8,vacant,599.3583318222956,dhaka,"৳16,000,000","Block J, Bashundhara R-A"
"Take A Look At This 1497 Sq Ft Apartment For Sale In Agargaon, Taltola",2.4570198892240858,3.897915045016589,1,vacant,3309.431680732767,dhaka,"৳9,500,000","Taltola, Agargaon"
"Grab This Nice Plot Is Available For Sale In Bproperty Village, Narayanganj",2.6859182089532205,2.9582891927321424,,vacant,889.7235193255444,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
A 1125 Sq Ft Flat Can Be Found In Dakshin Khan For Sale,2.7370096856111745,2.743242535865166,3,vacant,1592.5804485809,dhaka,"৳4,775,000","Faydabad, Dakshin Khan"
"Start Residing In This 1300 Sq Ft Properly Developed Flat For sale, In Bagichagaon",2.919521176008912,2.9881835888786323,9,vacant,1553.822943804092,cumilla,"৳4,940,000","North Bagichagaon, Bagichagaon"
"Large 5000 Sq Ft Commercial Space For Sale In Free School Street Road, Kathalbagan",2.94359266213274,2.983354955755961,9,vacant,404.27986275658316,dhaka,"৳110,000,000","Free School Street, Kathalbagan"
A Nice And Comfortable 1750 Sq Ft Flat Is Up For Sale In Hamjarbag,2.666058527626771,3.0806956547056354,3,vacant,1628.5494948954276,chattogram,"৳7,875,000","Hamjarbag, 7 No. West Sholoshohor Ward"
"Plot Is Of 5 Katha For Sale In Bproperty Village, Rupganj, Narayanganj",2.78174250248031,3.8154374660762995,,vacant,1986.4620534892572,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
1924 Sq Ft Spacious Apartment For Sale In 22 No. Enayet Bazaar Ward,2.809284252522925,3.1136809836312818,7,vacant,2209.7585951818255,chattogram,"৳19,500,000","Enayet Bazar Road, 22 No. Enayet Bazaar Ward"
"Deal With This 1255 Sq Ft Residential Apartment For Sale In Khilkhet, Kha Para",3.544431669935221,3.0802902452164425,5,vacant,1886.2448649677483,dhaka,"৳6,902,500","Kha Para, Khilkhet"
A 8850 Square Ft Residential Building Is For Sale At Banasree -Block B.,3.399168129167191,2.1225042299741697,1,vacant,1898.2268093811103,dhaka,"৳55,000,000","Block B, Banasree"
This 1500 Sq Ft Flat For Sale In Chadra Nagar Which Can Be Your Next Destination,,,1,vacant,3065.4716669477148,chattogram,"৳8,500,000","Chadra Nagar, Bayazid"
"A Rightly Planned 1517 Sq Ft Residence Is Found For Sale In Uttara, Near Mugda Medical College And Hospital",1.9194496959069614,2.0992031384020597,5,vacant,480.2478673794121,dhaka,"৳11,500,000","Sector 10, Uttara"
"2500 SFT 4 bed Apartment is ready to sale in Bashundhara R-A, Dhaka",2.7453988290816627,2.8560484452570227,6,vacant,2821.2497404707406,dhaka,"৳22,500,000","Block K, Bashundhara R-A"
"2000 Sq Ft Flat For Sale In Banasree, Block A",2.577261966839083,2.0697670156558234,4,vacant,55.17780973464153,dhaka,"৳21,500,000","Block A, Banasree"
1900 Sq Ft Residential Duplex Property Is Now For Sale Which Is In Bashundhara R-a,3.9741057006505627,3.924546794460784,1,vacant,1580.537005994299,dhaka,"৳21,000,000","Block B, Bashundhara R-A"
"A 2440 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Block H, Bashundhara R/A",2.7789302126004634,2.838421189386351,8,vacant,3040.4852327577305,dhaka,"৳25,400,000","Block H, Bashundhara R-A"
In Darussalam A Residential Apartment For Sale,2.981201732010116,2.8900102420129263,5,vacant,3679.0414086400006,dhaka,"৳8,167,000","Darussalam, Mirpur"
Delightful Commercial Shop Is Up For Sale In 9 No. North Pahartali Ward,2.6454813210938672,3.0005411855452198,,vacant,1364.20290494239,chattogram,"৳3,800,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
"5 Katha Plot for sale in Bproperty Village, Narayanganj City",2.831187857186098,2.9193477426035326,,vacant,2202.072678047285,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
"14,400 Sq Ft Residential Full Building Is Up For Sale In North Pahartali Ward",3.032927689589381,3.0367963222285677,1,vacant,397.54443685017645,chattogram,"৳55,000,000","Lake Valley R/A, 9 No. North Pahartali Ward"
"Take A Look At This 1890 Sq Ft Well Defined Flat Which Is Up For Sale In West Kazipara, Mirpur",3.0811321511458747,2.823075845195227,4,vacant,1249.0280599630976,dhaka,"৳20,000,000","West Kazipara, Mirpur"
"1150 Sq Ft Apartment With Serene Views Is Up For Sale In Middle Monipur, Mirpur",4.092489105312321,3.791877491953368,7,vacant,1057.9610750927864,dhaka,"৳6,500,000","Middle Monipur, Mirpur"
"Near Kacha Bazar, 1350 Sq Ft Flat For Sale In Ashoktala",2.707451381674874,3.1342790863836494,4,vacant,1970.1915100866709,cumilla,"৳5,805,000","Nazrul Avenue, Ashoktala"
"For Sale, Residential Plot Is Situated In Bproperty Village",7.189351923759498,8.088430899780995,Merin City - Purbach,vacant,14187.80520412793,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
11000 Sq Ft Full Building Is For Sale At Paharika Residential Area,2.822716562563436,2.8973332041912156,,vacant,457.12412050567605,chattogram,"৳45,000,000","South Khulshi, Khulshi"
An Apartment Of 897 Sq.Ft Is Up For Sale In Thakur Para Beside To Thakurpara Jame Masjid,3.140206931474462,2.9997065046103746,7,vacant,1459.6961732725917,cumilla,"৳3,139,500","South Thakur Para, Thakur Para"
"See This 5 katha Smartly Priced Plot Which Is Up For Sale In Bproperty Village, That You Should Check.",1.9976430472477988,1.0997520621361154,,vacant,1239.7408830024833,narayanganj-city,"৳5,750,000","Rupganj, Narayanganj"
Buy This Amazing 1547 Sq Ft Flat At Jhautola,2.695067307666882,2.0410160230939884,8,vacant,954.2229557699056,cumilla,"৳6,965,000","Shahid Khawaja Nizamuddin Road, Jhautola"
"1800 Sq Ft Flat With Updated Features For Sale At Bayazid, Chadra Nagar",,,9,vacant,893.5244826971389,chattogram,"৳9,000,000","Chadra Nagar, Bayazid"
Well Defined And Nice Living Space Of 950 Sq Ft Is Up For Sale In Paschim Joydebpur Nearby Baitul Mahfuz Jame Masjid,3.0809447554725997,3.1071536257396217,6,vacant,1624.0131723197983,gazipur,"৳3,800,000","Joydebpur, Gazipur Sadar Upazila"
"Ensure This 1450 Sq Ft Apartment To Reside In, By Buying It In Ibrahimpur",3.1357998266478937,2.928504589055506,6,vacant,2020.206998906842,dhaka,"৳9,500,000","Monipuri School Road, Ibrahimpur"
960 Sq. Ft. Apartment Is For Sale In Dakshin Khan Near Mridha Market,2.9687647416276937,3.003050606189905,5,vacant,675.4484923344315,dhaka,"৳3,700,000","Moushair, Dakshin Khan"
"5 Katha Plot Is Now Available For Sale In Rupganj, Narayanganj City, Purbachal American City",3.3393589824689065,2.9982536281056884,,vacant,1526.3426628464274,narayanganj-city,"৳18,000,000","Rupganj, Narayanganj"
1240 Sq Ft Flat With Nice Balcony Views Is Set For Sale In Gazipur,2.2232096500130654,1.973312027165086,4,vacant,1264.3853675856549,gazipur,"৳4,960,000","Joydebpur, Gazipur Sadar Upazila"
"See This 1465 Sq Ft Apartment For Sale Is All Set For You In S P Road, Paikpara",1.9431393915125046,1.961860093849115,6,vacant,1303.6427236970926,dhaka,"৳8,000,000","Paikpara, Mirpur"
"1120 Sq Ft Flat Is Up For Sale With Durable Fittings In Ibrahimpur, North Kafrul Road",2.166186240361779,2.0071296779310006,8,vacant,938.0175843738116,dhaka,"৳5,040,000","North Kafrul Road, Ibrahimpur"
Grab This 10 Katha Plot Up For Sale At ajandrapur Chowrasta - Bhawal Mirzapur Road.,2.428423575664343,2.003366547237857,,vacant,45.98792397529428,gazipur,"৳9,000,000","Bhawal Mirzapur, Gazipur Sadar Upazila"
There Is 3 Bedroom Apartment Up For Sale In The Location Of Bayazid Nearby Paharika Abashik Jam-E-Masjid.,3.4343368767842395,2.8974182490480516,6,vacant,1345.9245581128112,chattogram,"৳7,000,000","Sangbadik Co-operative Housing Society, Bayazid"
Shop Space Up For Sale In Bandartila Nearby Bandartila Eye Hospital,2.727941942153061,3.0784504576251575,4,vacant,1541.1679099437704,chattogram,"৳1,800,000","39 No. South Halishahar Ward, Halishahar"
This Very New Nice Flat Of 1275 Sq Ft Is Up For Sale In Lal Khan Bazaar,1.794730599987141,1.9044671275796259,7,vacant,359.15445826522057,chattogram,"৳7,393,750","Hill Side Residential Area, Lal Khan Bazaar"
An Easy Accessible 1618 Sq Ft Ready Apartment Suitable For Family Close To Polwel Carnation At Uttara Is Up For Sale.,3.328977329304512,2.9786472924313547,3,vacant,1072.4842081533518,dhaka,"৳12,500,000","Sector 9, Uttara"
A 3 Katha Plot Is Up For Sale In The Beautiful Location Of Bproperty Village,2.7655424142596297,1.9711087473425288,,vacant,834.1254384841129,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
A Newly Constructed Apartment In North Pirerbag Is Available For Sale Which Is 1050 Sq Ft,2.7069967369174095,3.0350380838109112,1,vacant,2135.5214380373354,dhaka,"৳4,500,000","Pirerbag, Mirpur"
"2.8 Katha Plot Is Now Available For Sale In Narayanganj, Kanchan",2.892285794974207,2.7926596134844774,,vacant,420.5969434724684,narayanganj-city,"৳11,500,000","Rupganj, Narayanganj"
"1365 Sq Ft Flat With Serene Balcony Views Is For Sale In Mirpur-10, Senpara Parbata",2.0930994084123946,2.087169667269366,7,vacant,276.432479886284,dhaka,"৳7,507,500","Section 10, Mirpur"
This 1575 Square Feet Amazing And Modern Apartment At Maghbazar Is For Sale,,,5,vacant,3001.9169035373266,dhaka,"৳16,000,000","Doctor Goli, Maghbazar"
Lovely Apartment Of 1459 Sq Ft Is Up For Sale In 24 No. North Agrabad Ward,2.8558704460501474,3.1193653866019817,5,vacant,2272.2722883842716,chattogram,"৳8,462,200","24 No. North Agrabad Ward, Double Mooring"
"An Apartment Is Up For Sale In Dakshin Khan, Near Gaoyaira Baitun Noor Mosque",2.850631147626726,2.9532147062794962,5,vacant,1935.1958006306304,dhaka,"৳3,150,000","Gawair, Dakshin Khan"
This 854 Sq Ft Apartment Is Designed For Your Modern Residential Experience In 17 No West Bakalia Ward,2.84218480693442,2.9952209763038544,3,vacant,191.40622519989358,chattogram,"৳4,500,000","17 No West Bakalia Ward, Bakalia"
"2038 Sq Ft Commercial Space For Sale At Commerce College Road, Double Mooring",1.8051484489800036,2.1872513800408973,18,vacant,1770.1760717378197,chattogram,"৳29,932,000","Commerce College Road, Double Mooring"
We Have A Ready 3 Katha Plot For Sale In Rupganj Nearby Zinda Park,3.5054858872589527,1.9728642798894969,,vacant,2063.015146539162,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
"Grab This Flat Of 1500 Sq Ft Which Is Up For Sale In Dewan Bazar, Bakalia Before It&#039;s Sold Out",3.065912289959256,2.12121331523576,3,vacant,192.6691484191423,chattogram,"৳8,250,000","Dewan Bazar, Bakalia"
"2125 Square Feet Apartment For Sale In Bashundhara R-a, Block L",3.1964576299127616,2.0038203048839867,4,vacant,-594.1589243739163,dhaka,"৳20,000,000","Block L, Bashundhara R-A"
We Have A 905 Sq.Ft Apartment Ready For Sale In The Location Of Ehsan City R/A,2.891647004050186,2.040646000983814,1,vacant,856.4870363309154,chattogram,"৳3,200,000","17 No West Bakalia Ward, Bakalia"
"1250 Sq Ft Residential Property Is Available For Sale In Hazaribag, Rayer Bazaar",3.9588021031361813,4.0068449879655965,6,vacant,2476.2519444430854,dhaka,"৳10,800,000","Rayer Bazaar, Hazaribag"
2375 Sq Ft Elegant Flat For Sale In Uttara Sector 5.,2.8419152042502276,2.082956706638398,5,vacant,2183.722914683402,dhaka,"৳22,000,000","Sector 5, Uttara"
3600 Sq.Ft. Commercial Plot Is For Sale In Sholokbahar,2.412525497077848,1.932925239352354,,,575.3333712996241,chattogram,"৳27,500,000","Al-Madani Road, Sholokbahar"
"1220 Sq Ft Flat For Sale In Banasree, Block G",2.6947080098222864,1.9037173225717745,7,vacant,2155.5537338065037,dhaka,"৳8,000,000","Block G, Banasree"
Check This 1415 Square Feet Flat In Mogbari Choumohoni For Sale Which Is Ready To Move In,1.5988652692320113,1.9375195186892047,5,vacant,-42.31187621680806,cumilla,"৳5,650,000","Mogbari Choumohoni, Chotora"
Well-developed 1455 Sq Ft Residence Up For Sale In Jamal Khan,2.501570142828429,2.009756004684001,1,vacant,578.2523783398565,chattogram,"৳12,500,000","Shahid Saifuddin Khaled Road, Jamal Khan"
"920 Sq Ft Desirable Flat With Necessary Home Utilities Is Up For Sale In Gazipur Sadar Upazila, Chandana Chowrasta",1.7351733936980258,1.9783943338139431,6,vacant,578.6338287354681,gazipur,"৳3,220,000","Chandana, Gazipur Sadar Upazila"
800 Sq Ft Flat Is Ready For Sale At Mohammadpur,,,4,vacant,4719.27406184523,dhaka,"৳3,200,000","Nobodoy Housing Society, Mohammadpur"
Flat For Sale Covering A Beautiful Area In Badda Nearby Sadhinata Sarani Ideal School,2.9901553593997825,3.127659417646264,4,vacant,1982.2171005838338,dhaka,"৳6,050,000","Uttar Badda, Badda"
A Unique Flat Of 1350 Sq Ft Is Getting Ready To Be Sold In East Kazipara,3.285918814967286,2.9045206352651958,5,vacant,2039.912303290841,dhaka,"৳6,575,000","East Kazipara, Mirpur"
"In The Beautiful Location Of Narayanganj, Bproperty Village, A Plot Is Up For Sale",3.0910514108565654,1.928187936774717,,vacant,236.30413864409172,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
"In The Beautiful Location Of Bproperty Village, Narayanganj, A Plot Is Up For Sale",3.1733725203071264,2.8594734168200944,,vacant,1779.7212326588033,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
Deal With This 1858 Sq Ft Apartment For Sale At South Khulsi,2.8004101704810074,3.198658646555815,1,vacant,1581.6938122623556,chattogram,"৳16,000,000","South Khulshi, Khulshi"
At Pahartali A 1050 Square Feet Flat Is Up For Sale,2.116079065829578,2.029809907153932,3,vacant,-151.90567070835652,chattogram,"৳4,200,000","12 No. Sarai Para Ward, Double Mooring"
3 Katha Plot is available for sale in Bproperty Village,,,,vacant,908.6403042055531,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
"2.4 Katha Residential Plot Is Available For Sale In Terry Bazar, Chattogram",,,,vacant,2779.3804442167516,chattogram,"৳22,000,000","Terry Bazar, 32 No. Andarkilla Ward"
1470 Sq Ft Flat Is For Sale In Mansurabad Housing Society Nearby Baitur Rahman Jame Mosque,3.1239637469792187,2.9998855242688665,2,vacant,1404.4915770978023,dhaka,"৳7,000,000","Mansurabad Housing Society, Adabor"
"A Residential Plot For Sale In The Location Of Bproperty Village, Rupganj .",3.1254364470063383,4.049826566746712,,vacant,1225.6878220171643,narayanganj-city,"৳6,000,000","Rupganj, Narayanganj"
View This Cozy 1100 Square Feet Apartment For Sale In Manikdi,2.8782489956845883,2.9752693219735113,3,vacant,1049.5780380385795,dhaka,"৳4,950,000","Manikdi, Cantonment"
2450 Square Feet Residential Apartment Up For Sale At Uttara -11.,2.7512555140551744,3.10525072215455,9,vacant,1319.3319094989547,dhaka,"৳31,000,000","Sector 11, Uttara"
Convenient 800 Square Feet Apartment For Sale In Dhanmondi,2.7376614939066553,4.226197474343915,6,vacant,1587.082842956721,dhaka,"৳6,950,000","North Circular Road, Dhanmondi"
Grab This 1459 Sq Ft Flat For Sale At 24 No North Agrabad Ward,3.0191649283486792,2.90733612972094,9,vacant,489.94045825770274,chattogram,"৳8,462,200","24 No. North Agrabad Ward, Double Mooring"
Visit This Apartment For Sale In Dakshin Khan Near Nogoriabari Mohammadia Jame Masjid,3.0724476208743727,2.8999954836516135,5,vacant,2636.033314874842,dhaka,"৳3,300,000","South Chalabon, Dakshin Khan"
Covering 975 Sq Ft Space A Flat Is Up For Sale In Bochila,1.8244193329371514,1.9141173406178584,9,vacant,1217.03348692887,dhaka,"৳4,000,000","Bochila, Mohammadpur"
240 Square Feet Commercial Shop For Sale At Terry Bazar.,2.005889867288531,2.157156026346009,2,vacant,447.9377034770397,chattogram,"৳5,760,000","Dewan Bazar, Bakalia"
Visit This Apartment For Sale In Mirpur Near Popular Diagnostic Center Limited.,3.1264000106234713,3.101987613829494,4,vacant,1042.2077734631846,dhaka,"৳9,500,000","Section 6, Mirpur"
5 Katha Plot is available for sale in Bproperty Village,2.1369574768184876,1.9867394941835377,,vacant,1236.5883489911046,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
Look At This 1200 Square Feet Residential Apartment For Sale At Momin Bagh R/A,3.34381232285545,3.0035771227658508,,,629.4119274094865,chattogram,"৳4,500,000","Ali Nagar, Bayazid"
3000 Square Feet Large Office Space For Sale At Pahartali .,3.282909575596111,2.920106575307934,,vacant,1504.410034053173,chattogram,"৳30,000,000","12 No. Sarai Para Ward, Double Mooring"
Grab This Flat Up For Sale In West Khulshi R/a Near Masjid E Quba,1.7781682174496074,2.0870833050675457,9,vacant,-151.7559049004915,chattogram,"৳6,000,000","West Khulshi R/A, 9 No. North Pahartali Ward"
"We Have This 820 Sq Ft Apartment Ready For Sale At Mirpur, Near Life Aid Specialized Hospital Pvt. Ltd.",4.372991236837922,4.96282910453154,1,vacant,2857.5036849732546,dhaka,"৳3,700,000","East Monipur, Mirpur"
1450 Sq Ft Apartment Is Ready For Sale At 18 No. East Bakalia Ward,1.8823644538995972,1.974553220731264,7,vacant,-104.05520625833299,chattogram,"৳6,500,000","18 No. East Bakalia Ward, Bakalia"
5 Katha Plot is now up for sale in Bproperty Village,3.2314870485679714,3.059566076085266,,vacant,451.3631289248467,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
100 Sq Ft Commercial Shop Is Up For Sale At Reazuddin Bazar,3.015062142702031,3.981605931457454,,vacant,3221.535027438972,chattogram,"৳3,800,000","Reazuddin Bazar, 31 No. Alkoron Ward"
A worthwhile 1425 SQ FT residential flat is ready for sale at Mirpur 6,1.9086900893095173,1.9770101225403551,1,vacant,1185.6831389619324,dhaka,"৳8,500,000","Section 6, Mirpur"
Ready 1500 Sq Ft Flat Is Now For Sale In Bashundhara R-a,2.599512585850596,2.0010347143244207,2,vacant,1299.9607883439926,dhaka,"৳12,000,000","Block I, Bashundhara R-A"
"Choose Your Destination, 1200 Sq Ft Flat Which Is Available For Sale In Ahmed Nagar",2.961990625427701,3.0778202974301285,5,vacant,-171.84066454721187,dhaka,"৳5,500,000","Ahmed Nagar, Mirpur"
A 860 Square Feet Apartment Is For Sale In The Location Of Rupnagar R/A.,2.6545253944551135,3.1610985210243805,6,vacant,1700.3111009607796,dhaka,"৳4,500,000","Rupnagar R/A, Mirpur"
4350 Sq Ft Modern And Spacious Flat For Sale In Uttara-12,3.214300958469109,3.057285977997365,9,vacant,1702.8767010859049,dhaka,"৳57,000,000","Sector 12, Uttara"
This 200 Sq Ft Shop In 9 No. North Pahartali Ward Is Up For Sale,3.3360388473176483,3.078599014639457,,vacant,1396.965584716584,chattogram,"৳2,200,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
Live A Restful Life In This 2318 Square Feet Flat For Sale In Bashundhara R-a,3.823447819978837,3.980445594151227,2,vacant,1352.2138479797343,dhaka,"৳23,000,000","Block D, Bashundhara R-A"
This Very New Nice Flat Of 1275 Sq Ft Is Up For Sale In Lal Khan Bazaar,3.066900310838276,2.9307466331692953,7,vacant,1342.7989777722514,chattogram,"৳7,393,750","Hill Side Residential Area, Lal Khan Bazaar"
This Residential Plot For Sale In Purbachal American City,2.8392926483641485,3.063988252578848,,vacant,1695.8488176124413,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
Remarkable Commercial Space Is Up For Sale In Malibagh Nearby Jamuna Bank Limited,2.860761928614399,3.0167547887038886,,,2273.4565822793975,dhaka,"৳39,000,000","DIT Road, Malibagh"
"At Mohammadpur, Nice Flat Up For Sale Near Millennium Heart &amp; General Hospital Ltd.",3.1715859490191676,2.8608051411250845,3,vacant,880.2283658744703,dhaka,"৳5,500,000","Zakir Hosain Road, Mohammadpur"
Verify This 10 Katha Plot Ready For Sale At 4 No Chandgaon Ward,1.9914620149124989,1.9679005445489903,,vacant,-300.82890126435177,chattogram,"৳80,000,000","Shamsher Para, 4 No Chandgaon Ward"
Buy This 887 Sq Ft Flat In Keraniganj,2.385411493124886,1.9918890713364967,5,vacant,249.4534032873339,dhaka,"৳3,000,000",Keraniganj
"5 Katha Plot In Bproperty Village, Rupganj, Narayanganj Is Up For Sale",2.8931634818248035,3.9500550541948787,,vacant,779.0268782748676,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
Buy This Flat At Rupnagar R/A For The Ideal Urban Lifestyle You Dream About.,2.221398638546115,3.1449780848666933,3,vacant,1391.861347774834,dhaka,"৳6,800,000","Rupnagar R/A, Mirpur"
Commercial Area Of 1160 Sq Ft Is Available For Sale At Jamal Khan,3.0215815199589313,3.0469490946094595,,vacant,283.1874135844314,chattogram,"৳29,000,000","Nabab Siraj Ud Daula Road, Jamal Khan"
200 Sq Ft Commercial Shop Is Ready To Sale At Bakalia,2.1763011733057427,2.134356136490055,1,vacant,629.8687328825383,chattogram,"৳5,000,000","Dewan Bazar, Bakalia"
"Buy This 2000 Sq Ft Apartment In Khulshi, Zakir Hossain Road",1.9009341566685731,2.025774429716416,6,vacant,1746.030642416484,chattogram,"৳13,000,000","Zakir Hossain Road, Khulshi"
A Well-constructed 1530 Sq Ft Flat Is For Sale In Mehidibag,2.989020454070073,2.0079632646335916,6,vacant,1249.34545255347,chattogram,"৳12,300,000","Mehidibag, 15 No. Bagmoniram Ward"
